# macros.tsv — every public macro in Lua headers → Rust equivalent
# Columns: macro	source_header	rust_form	notes
# Conventions: o = TValue, t = Table, ts = TString, ci = CallInfo, L = lua_State, g = global_State, n = Node.
# Translate call-site form, not the macro body. Types follow PORTING.md §3 (LuaValue/LuaState/etc.).
#
# --- Visibility markers ---
luaM_testsize	lmem.h	n.checked_mul(e).is_none()	overflow predicate
luaM_checksize	lmem.h	(n.checked_mul(e).is_some()).then_some(()).ok_or(LuaError::Memory)?	-
luaM_limitN	lmem.h	std::cmp::min(n, usize::MAX / std::mem::size_of::<T>())	-
MAX_SIZET	llimits.h	usize::MAX	-
MAX_SIZE	llimits.h	const MAX_SIZE: usize = if size_of::<usize>() < size_of::<i64>() { usize::MAX } else { i64::MAX as usize }	max Lua-visible size
MAX_LUMEM	llimits.h	usize::MAX	max lu_mem
MAX_LMEM	llimits.h	isize::MAX	max l_mem
MAX_INT	llimits.h	i32::MAX	-
log2maxs	llimits.h	(size_of::<T>() * 8 - 2) as u32	log2 of max signed value for type T
ispow2	llimits.h	x.is_power_of_two() || x == 0	C definition includes 0 as "power of 2"; preserve that
UNUSED	llimits.h	let _ = x;	C: avoid unused-variable warning
#
# --- Closure / upval macros ---
sizeCclosure	lfunc.h		C allocation-size helper; drop — Rust uses Box / Vec
sizeLclosure	lfunc.h		"
MAXUPVAL	lfunc.h	const MAX_UPVAL: u8 = 255	max upvalues per closure
upisopen	lfunc.h	matches!(uv, UpVal::Open { .. })	-
uplevel	lfunc.h	if let UpVal::Open { idx, .. } = uv { idx } else { panic!("closed") }	asserts open, then returns its StackIdx
isintwups	lfunc.h	state.in_twups()	thread-with-open-upvalues list predicate
MAXMISS	lfunc.h	const MAX_MISS: u32 = 10	closure-cache miss threshold
CLOSEKTOP	lfunc.h	const CLOSE_K_TOP: i32 = -1	"close all upvals down to top" sentinel
#
# --- Bytecode / opcode macros ---
SIZE_C	lopcodes.h	const SIZE_C: u32 = 8	field width
SIZE_B	lopcodes.h	const SIZE_B: u32 = 8	field width
SIZE_Bx	lopcodes.h	const SIZE_BX: u32 = SIZE_C + SIZE_B + 1	-
SIZE_A	lopcodes.h	const SIZE_A: u32 = 8	-
SIZE_Ax	lopcodes.h	const SIZE_AX: u32 = SIZE_BX + SIZE_A	-
SIZE_sJ	lopcodes.h	const SIZE_S_J: u32 = SIZE_BX + SIZE_A	-
SIZE_OP	lopcodes.h	const SIZE_OP: u32 = 7	-
POS_OP	lopcodes.h	const POS_OP: u32 = 0	field bit position
POS_A	lopcodes.h	const POS_A: u32 = POS_OP + SIZE_OP	-
POS_k	lopcodes.h	const POS_K: u32 = POS_A + SIZE_A	-
POS_B	lopcodes.h	const POS_B: u32 = POS_K + 1	-
POS_C	lopcodes.h	const POS_C: u32 = POS_B + SIZE_B	-
POS_Bx	lopcodes.h	const POS_BX: u32 = POS_K	-
POS_Ax	lopcodes.h	const POS_AX: u32 = POS_A	-
POS_sJ	lopcodes.h	const POS_S_J: u32 = POS_A	-
MAXARG_Bx	lopcodes.h	const MAXARG_BX: u32 = (1 << SIZE_BX) - 1	-
OFFSET_sBx	lopcodes.h	const OFFSET_S_BX: i32 = (MAXARG_BX >> 1) as i32	excess-K offset for signed Bx
MAXARG_Ax	lopcodes.h	const MAXARG_AX: u32 = (1 << SIZE_AX) - 1	-
MAXARG_sJ	lopcodes.h	const MAXARG_S_J: u32 = (1 << SIZE_S_J) - 1	-
OFFSET_sJ	lopcodes.h	const OFFSET_S_J: i32 = (MAXARG_S_J >> 1) as i32	-
MAXARG_A	lopcodes.h	const MAXARG_A: u32 = (1 << SIZE_A) - 1	-
MAXARG_B	lopcodes.h	const MAXARG_B: u32 = (1 << SIZE_B) - 1	-
MAXARG_C	lopcodes.h	const MAXARG_C: u32 = (1 << SIZE_C) - 1	-
OFFSET_sC	lopcodes.h	const OFFSET_S_C: i32 = (MAXARG_C >> 1) as i32	-
int2sC	lopcodes.h	(i + OFFSET_S_C as i32) as u32	encode signed C argument
sC2int	lopcodes.h	i as i32 - OFFSET_S_C	decode signed C argument
MASK1	lopcodes.h	(!(!0u32 << n)) << p	build a 1-mask of n bits at position p
MASK0	lopcodes.h	!(MASK1(n, p))	build a 0-mask
NO_REG	lopcodes.h	const NO_REG: u32 = MAXARG_A	sentinel "no register"
NO_JUMP	lcode.h	const NO_JUMP: i32 = -1	end-of-patch-list sentinel
NUM_OPCODES	lopcodes.h	const NUM_OPCODES: usize = OpCode::ExtraArg as usize + 1	-
LFIELDS_PER_FLUSH	lopcodes.h	const LFIELDS_PER_FLUSH: u32 = 50	SETLIST batching threshold
GET_OPCODE	lopcodes.h	OpCode::from_raw(i & MASK1(SIZE_OP, 0))	extract opcode field
SET_OPCODE	lopcodes.h	i.set_opcode(o)	method on `Instruction` newtype
GETARG_A	lopcodes.h	i.arg_a()	-> u32
SETARG_A	lopcodes.h	i.set_arg_a(v)	-
GETARG_B	lopcodes.h	i.arg_b()	-> u32; debug-assert iABC mode
GETARG_sB	lopcodes.h	i.arg_s_b()	-> i32; subtracts OFFSET_S_C
SETARG_B	lopcodes.h	i.set_arg_b(v)	-
GETARG_C	lopcodes.h	i.arg_c()	-> u32; debug-assert iABC mode
GETARG_sC	lopcodes.h	i.arg_s_c()	-> i32
SETARG_C	lopcodes.h	i.set_arg_c(v)	-
TESTARG_k	lopcodes.h	i.test_k()	-> bool (k bit set?)
GETARG_k	lopcodes.h	i.arg_k()	-> u32 (0 or 1)
SETARG_k	lopcodes.h	i.set_arg_k(v)	-
GETARG_Bx	lopcodes.h	i.arg_bx()	-> u32; debug-assert iABx mode
SETARG_Bx	lopcodes.h	i.set_arg_bx(v)	-
GETARG_Ax	lopcodes.h	i.arg_ax()	-> u32; debug-assert iAx mode
SETARG_Ax	lopcodes.h	i.set_arg_ax(v)	-
GETARG_sBx	lopcodes.h	i.arg_s_bx()	-> i32; subtracts OFFSET_S_BX
SETARG_sBx	lopcodes.h	i.set_arg_s_bx(v)	-
GETARG_sJ	lopcodes.h	i.arg_s_j()	-> i32; subtracts OFFSET_S_J
SETARG_sJ	lopcodes.h	i.set_arg_s_j(v)	-
CREATE_ABCk	lopcodes.h	Instruction::abck(o, a, b, c, k)	build an iABC instruction
CREATE_ABx	lopcodes.h	Instruction::abx(o, a, bc)	build an iABx instruction
CREATE_Ax	lopcodes.h	Instruction::ax(o, a)	build an iAx instruction
CREATE_sJ	lopcodes.h	Instruction::sj(o, j, k)	build an isJ instruction
checkopm	lopcodes.h	i.opmode() == m	mode-check for opcode
getarg	lopcodes.h	((i >> pos) & MASK1(size, 0)) as i32	low-level field extractor
setarg	lopcodes.h	i.set_arg(v, pos, size)	low-level field setter
getOpMode	lopcodes.h	OpMode::from(luaP_opmodes[m as usize] & 7)	-
testAMode	lopcodes.h	(luaP_opmodes[m as usize] & (1 << 3)) != 0	"instruction sets register A" predicate
testTMode	lopcodes.h	(luaP_opmodes[m as usize] & (1 << 4)) != 0	"is test (next must be jump)" predicate
testITMode	lopcodes.h	(luaP_opmodes[m as usize] & (1 << 5)) != 0	"uses L->top from previous" predicate
testOTMode	lopcodes.h	(luaP_opmodes[m as usize] & (1 << 6)) != 0	"sets L->top for next" predicate
testMMMode	lopcodes.h	(luaP_opmodes[m as usize] & (1 << 7)) != 0	"is MM instruction" predicate
isOT	lopcodes.h	i.is_out_top()	-
isIT	lopcodes.h	i.is_in_top()	-
opmode	lopcodes.h	opmode_byte(mm, ot, it, t, a, m)	build a luaP_opmodes entry
L_INTHASBITS	lopcodes.h		C-only feature test; drop — Rust int width is fixed
MAXINDEXRK	lopcodes.h	const MAXINDEXRK: u32 = MAXARG_B	-
#
# --- Codegen / parser macros ---
foldbinop	lcode.h	(op as u32) <= BinOpr::Shr as u32	const-foldable binop predicate
getinstruction	lcode.h	fs.f.code[e.u.info as usize]	&mut Instruction for an `expdesc`
luaK_codeABC	lcode.h	fs.code_abc(o, a, b, c)	wraps codeABCk with k=0
luaK_setmultret	lcode.h	fs.set_returns(e, LUA_MULTRET)	-
luaK_jumpto	lcode.h	fs.patch_list(fs.jump(), t)	-
vkisvar	lparser.h	(VLOCAL..=VINDEXSTR).contains(&k)	expkind predicate: variable-like expression
vkisindexed	lparser.h	(VINDEXED..=VINDEXSTR).contains(&k)	expkind predicate: indexed variable
VDKREG	lparser.h	VarKind::Reg	regular local var
RDKCONST	lparser.h	VarKind::Const	const local var
RDKTOCLOSE	lparser.h	VarKind::ToBeClosed	to-be-closed local var
RDKCTC	lparser.h	VarKind::CompileTimeConst	compile-time-constant local
FIRST_RESERVED	llex.h	const FIRST_RESERVED: i32 = 257	first reserved-word token id (UCHAR_MAX+1)
NUM_RESERVED	llex.h	const NUM_RESERVED: usize = (TK_WHILE - FIRST_RESERVED + 1) as usize	-
LUA_ENV	llex.h	const LUA_ENV: &[u8] = b"_ENV"	name of the global environment upvalue
#
# --- Lexer / IO buffer macros ---
EOZ	lzio.h	const EOZ: i32 = -1	end-of-stream sentinel
zgetc	lzio.h	z.getc()	method on ZIO returning i32 (next byte or EOZ)
luaZ_initbuffer	lzio.h	buf.init()	usually `Mbuffer::new()` — most call sites just construct
luaZ_buffer	lzio.h	buf.as_mut_slice()	-> &mut [u8]
luaZ_sizebuffer	lzio.h	buf.capacity()	-
luaZ_bufflen	lzio.h	buf.len()	-
luaZ_buffremove	lzio.h	buf.truncate_by(i)	shorten by i bytes
luaZ_resetbuffer	lzio.h	buf.clear()	-
luaZ_resizebuffer	lzio.h	buf.resize(state, size)?	-
luaZ_freebuffer	lzio.h		Rust's Drop handles deallocation; drop the call
#
# --- API public macros (lua.h) ---
LUA_MULTRET	lua.h	const LUA_MULTRET: i32 = -1	"all return values" sentinel
LUA_REGISTRYINDEX	lua.h	const LUA_REGISTRYINDEX: i32 = -LUAI_MAXSTACK - 1000	pseudo-index for the registry
lua_upvalueindex	lua.h	upvalue_index(i)	helper fn `fn(i: i32) -> i32`
LUA_OK	lua.h	LuaStatus::Ok	-
LUA_YIELD	lua.h	LuaStatus::Yield	-
LUA_ERRRUN	lua.h	LuaStatus::ErrRun	-
LUA_ERRSYNTAX	lua.h	LuaStatus::ErrSyntax	-
LUA_ERRMEM	lua.h	LuaStatus::ErrMem	-
LUA_ERRERR	lua.h	LuaStatus::ErrErr	-
LUA_MINSTACK	lua.h	const LUA_MINSTACK: u32 = 20	guaranteed-available slots for C funcs
LUA_RIDX_MAINTHREAD	lua.h	const LUA_RIDX_MAINTHREAD: i64 = 1	predefined registry key
LUA_RIDX_GLOBALS	lua.h	const LUA_RIDX_GLOBALS: i64 = 2	predefined registry key
LUA_SIGNATURE	lua.h	const LUA_SIGNATURE: &[u8] = b"\x1bLua"	precompiled-chunk header
lua_call	lua.h	state.call(n, r)?	wraps lua_callk with no continuation
lua_pcall	lua.h	state.protected_call(n, r, f)?	wraps lua_pcallk
lua_yield	lua.h	state.yield_(n)?	wraps lua_yieldk
lua_newtable	lua.h	state.new_table()	wraps create_table(0,0)
lua_register	lua.h	state.register_fn(name, f)	push + setglobal
lua_pushcfunction	lua.h	state.push_cfunction(f)	wraps push_cclosure(f, 0)
lua_isfunction	lua.h	state.type_at(n) == LuaType::Function	-
lua_istable	lua.h	state.type_at(n) == LuaType::Table	-
lua_islightuserdata	lua.h	state.type_at(n) == LuaType::LightUserData	-
lua_isnil	lua.h	state.type_at(n) == LuaType::Nil	-
lua_isboolean	lua.h	state.type_at(n) == LuaType::Boolean	-
lua_isthread	lua.h	state.type_at(n) == LuaType::Thread	-
lua_isnone	lua.h	state.type_at(n) == LuaType::None	-
lua_isnoneornil	lua.h	matches!(state.type_at(n), LuaType::None | LuaType::Nil)	-
lua_pop	lua.h	state.pop_n(n)	wraps settop(-(n)-1)
lua_pushliteral	lua.h	state.push_string(b"...")	-
lua_pushglobaltable	lua.h	state.push_globals()	-
lua_tostring	lua.h	state.to_lua_string(i)	-> Option<GcRef<LuaString>>
lua_insert	lua.h	state.insert(idx)	wraps rotate(idx, 1)
lua_remove	lua.h	state.remove(idx)	wraps rotate(idx, -1) + pop(1)
lua_replace	lua.h	state.replace(idx)	wraps copy(-1, idx) + pop(1)
lua_getextraspace	lua.h	state.extra_space_mut()	-> &mut [u8] of LUA_EXTRASPACE bytes
lua_tonumber	lua.h	state.to_number(i)	wraps to_numberx(i, NULL)
lua_tointeger	lua.h	state.to_integer(i)	wraps to_integerx(i, NULL)
LUA_HOOKCALL	lua.h	HookEvent::Call	-
LUA_HOOKRET	lua.h	HookEvent::Return	-
LUA_HOOKLINE	lua.h	HookEvent::Line	-
LUA_HOOKCOUNT	lua.h	HookEvent::Count	-
LUA_HOOKTAILCALL	lua.h	HookEvent::TailCall	-
LUA_MASKCALL	lua.h	const LUA_MASKCALL: u32 = 1 << HookEvent::Call as u32	-
#
# --- Misc / utility ---
l_likely	luaconf.h	x	`#[cold]`/`std::intrinsics::likely` are nightly; emit branch unchanged and rely on PGO
l_unlikely	luaconf.h	x	same: drop the hint
l_floor	luaconf.h	x.floor()	float floor; for `lua_Number`
luai_likely	luaconf.h	x	drop branch hint
luai_unlikely	luaconf.h	x	drop branch hint
LUA_VERSION_NUM	lua.h	const LUA_VERSION_NUM: i32 = 504	-
LUA_VERSION_MAJOR	lua.h	const LUA_VERSION_MAJOR: &[u8] = b"5"	-
LUA_VERSION_MINOR	lua.h	const LUA_VERSION_MINOR: &[u8] = b"4"	-
LUA_VERSION_RELEASE	lua.h	const LUA_VERSION_RELEASE: &[u8] = b"7"	-
condmovestack	llimits.h		HARDSTACKTESTS-only; no-op in default build
condchangemem	llimits.h		HARDMEMTESTS-only; no-op in default build
UTF8BUFFSZ	lobject.h	const UTF8_BUF_SZ: usize = 8	buffer size for `luaO_utf8esc`
luaO_ceillog2	lobject.h	x.next_power_of_two().trailing_zeros() as i32	called as a function, not a macro, but worth noting: prefer Rust int methods
